ISBN,Book-Title,Book-Author,Genre
0590598848,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,Unknown
0590629719,Clifford's Sports Day,Norman Bridwell,"Fiction, Young Adult, Children Books"
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,"Health and Medicine, Science, Mystery, Thriller, Fiction"
0671027387,Deception Point,Dan Brown,"Science, Historical Fiction, Adventure, Mystery, History and Politics, Short Stories, Literary Classic, Thriller, Fiction, Science Fiction"
0684848783,Tis : A Memoir,Frank McCourt,"Biography, Psychology"
0743486226,Angels & Demons,Dan Brown,"Children Books, True Crime, Historical Fiction, Adventure, Mystery, Art and Photography, Short Stories, Drama, Literary Classic, Thriller, Fiction, Science Fiction, Crime"
0786863986,A Monk Swimming,Malachy McCourt,Biography
0803251718,Crazy Horse,Mari Sandoz,Biography
0804117934,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,"True Crime, Historical Fiction, History and Politics, Mystery, Thriller, Fiction"
140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,"Historical Fiction, Mystery, Fiction, Young Adult"
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,"Romance, Young Adult, Science, Coming Of Age, Short Stories, Thriller, Fiction, Nonfiction, Supernatural, Self Help, Art and Photography, Religious Fiction, Psychology"
0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,"Romance, Children Books, Fantasy, Science Fiction, Literary Classic, Fiction, Supernatural, Horror, Contemporary Fiction"
0151008116,Life of Pi,Yann Martel,"Romance, Historical Fiction, Adventure, History and Politics, Art and Photography, Literary Classic, Philosophy, Thriller, Travel and Exploration, Fiction, Science Fiction, Young Adult"
0375704965,A Judgement in Stone,Ruth Rendell,"Mystery, Horror, Fiction"
0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,"Science, History and Politics, Fiction, Art and Photography, Nonfiction, Psychology"
0804111359,Secret History,DONNA TARTT,"Romance, True Crime, Historical Fiction, Mystery, Literary Classic, Thriller, Fiction, Science Fiction, Coming Of Age"
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,"Science, Short Stories, Fiction, Supernatural, Self Help, Nonfiction, Psychology"
0435272683,Great Expectations (Heinemann Guided Readers),John Milne,"Fiction, Children Books"
0316782505,The Weight of Water,Anita Shreve,"True Crime, Biography, Mystery, Thriller, Fiction"
006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,"Science, Fantasy, Historical Fiction, Science Fiction, Literary Classic, Business, Fiction, Horror"
0060013117,Night Watch,Terry Pratchett,"Fantasy, Literary Classic, Travel and Exploration, Fiction, Science Fiction"
0060199563,Thief of Time,Terry Pratchett,"Science, Fantasy, Historical Fiction, Literary Classic, Fiction, Science Fiction"
006052779X,Charlotte's Web Book and Charm (Charming Classics),E. B. White,"Romance, Children Books, Fantasy, Historical Fiction, History and Politics, Art and Photography, Drama, Literary Classic, Fiction, Science Fiction, Young Adult"
0060563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,"Children Books, Fantasy, Adventure, Art and Photography, Drama, Literary Classic, Fiction, Graphic Novels, Science Fiction, Young Adult"
0060809027,My Friend Flicka,Mary O'Hara,"Romance, Children Books, Western, Fiction, Young Adult"
0061040967,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett,"Fiction, Fantasy"
0061050474,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett,"Science, Fantasy, History and Politics, Science Fiction, Drama, Fiction, Horror"
0061052515,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett,"Literary Classic, Fiction, Supernatural, Fantasy"
0061052523,Interesting Times: A Novel of Discworld,Terry Pratchett,"Science, Fantasy, Historical Fiction, Science Fiction, Drama, Literary Classic, Fiction, Horror"
0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,"Children Books, Biography, Historical Fiction, Short Stories, Thriller, Fiction, Young Adult"
0140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,"Education and Reference, Romance, Coming Of Age, Historical Fiction, Drama, Literary Classic, Thriller, Fiction, Contemporary Fiction"
0312148267,The Wind in the Willows,Kenneth Grahame,"Children Books, Fantasy, Historical Fiction, Adventure, Art and Photography, Drama, Literary Classic, Philosophy, Travel and Exploration, Fiction, Graphic Novels, Self Help, Science Fiction, Young Adult, Psychology"
0312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,"Romance, Fantasy, Historical Fiction, History and Politics, Thriller, Fiction, Art and Photography"
0312890044,Moonheart (Newford),Charles de Lint,"Fiction, Science Fiction, Science, Fantasy"
034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,"Fiction, Children Books, Fantasy"
0373836023,Powder and Patch,Georgette Heyer,"Romance, Historical Fiction, Adventure, Literary Classic, Fiction, Science Fiction"
0375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,"Romance, Science, Fantasy, Historical Fiction, History and Politics, Science Fiction, Short Stories, Art and Photography, Drama, Literary Classic, Philosophy, Thriller, Fiction, Supernatural, Horror, Young Adult, Psychology"
0375801677,The Iron Giant,Ted Hughes,"Science, Children Books, Fiction, Science Fiction, Young Adult"
0375814248,James and the Giant Peach,ROALD DAHL,"Children Books, Fantasy, History and Politics, Drama, Literary Classic, Philosophy, Fiction, Science Fiction, Young Adult"
0375823352,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,"Science, Children Books, Fantasy, Adventure, Science Fiction, Travel and Exploration, Thriller, Fiction, Supernatural, Horror, Young Adult"
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,"Science, Children Books, Fantasy, Historical Fiction, Adventure, Science Fiction, Art and Photography, Literary Classic, Philosophy, Thriller, Travel and Exploration, Fiction, Supernatural, Horror, Young Adult"
0375823468,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,"Science, Children Books, Fantasy, Historical Fiction, Adventure, Science Fiction, Literary Classic, Travel and Exploration, Thriller, Fiction, Horror, Young Adult"
0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,Fiction
0380973839,Martian Chronicles,Ray Bradbury,"Education and Reference, Science, Short Stories, Drama, Thriller, Fiction, Science Fiction, Young Adult"
0385327773,The Great God Pan,Donna Jo Napoli,"Historical Fiction, Fiction, Young Adult, Fantasy"
0394586239,Possession: A Romance,A. S. Byatt,"Romance, Biography, Historical Fiction, History and Politics, Drama, Literary Classic, Fiction"
0439510112,Born Confused,Tanuja Desai Hidier,"Science, Children Books, Fiction, Art and Photography, Young Adult, Psychology"
0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,"Historical Fiction, Fiction, Coming Of Age, Literary Classic"
0451409256,Making Minty Malone,Isabel Wolff,"Biography, Historical Fiction, Romance, Fiction"
0451523415,Little Women (Signet Classic),Louisa May Alcott,"Education and Reference, Romance, Young Adult, Children Books, Coming Of Age, Biography, Historical Fiction, Adventure, History and Politics, Short Stories, Drama, Literary Classic, Thriller, Fiction, Contemporary Fiction"
0451526279,Emma (Signet Classics (Paperback)),Jane Austen,"Education and Reference, Romance, Young Adult, Children Books, Coming Of Age, Historical Fiction, History and Politics, Short Stories, Literary Classic, Thriller, Fiction, Science Fiction, Contemporary Fiction"
0451526341,Animal Farm,George Orwell,"Education and Reference, Science, Historical Fiction, Dystopian, History and Politics, Drama, Literary Classic, Thriller, Fiction, Science Fiction, Psychology"
0486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,"Education and Reference, Romance, Coming Of Age, Historical Fiction, Adventure, History and Politics, Drama, Literary Classic, Travel and Exploration, Thriller, Fiction, Young Adult"
0553280589,Eva Luna,Isabel Allende,"Romance, Biography, Historical Fiction, History and Politics, Short Stories, Thriller, Fiction"
0571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,"True Crime, Historical Fiction, History and Politics, Literary Classic, Philosophy, Fiction, Contemporary Fiction, Psychology"
0670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,"Children Books, Fantasy, Short Stories, Literary Classic, Science Fiction, Young Adult"
0679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,"Education and Reference, Romance, Children Books, Coming Of Age, Historical Fiction, Literary Classic, Thriller, Fiction, Science Fiction, Young Adult"
0679751343,Angels & Insects : Two Novellas,A.S. BYATT,"Historical Fiction, Fiction, Science"
0684833395,Catch 22,Joseph Heller,"Education and Reference, Science, Historical Fiction, History and Politics, Drama, Literary Classic, Fiction, Science Fiction, Psychology"
0743245024,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy,"Historical Fiction, Literary Classic, Thriller, Fiction, Contemporary Fiction"
0749748001,The Enchanted Wood,Enid Blyton,"Children Books, Fantasy, Adventure, Literary Classic, Fiction, Young Adult"
0749748028,The Folk of the Faraway Tree,Enid Blyton,"Children Books, Fantasy, Adventure, Travel and Exploration, Fiction, Science Fiction, Young Adult"
0963094424,Angels and Visitations: A Miscellany,Neil Gaiman,"Fiction, Short Stories, Fantasy"
1401201172,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",Alan Moore,"Graphic Novels, Fiction"
1563892278,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,"Education and Reference, Fantasy, Literary Classic, Fiction, Graphic Novels, Horror"
1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,"Graphic Novels, Horror, Fiction"
156971620X,Harlequin Valentine,Neil Gaiman,"Graphic Novels, Horror, Fiction, Fantasy"
1592571301,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs,Unknown
0374270325,A Man in Full,Tom Wolfe,"Historical Fiction, History and Politics, Business, Thriller, Fiction, Science Fiction"
0375719180,The Miracle Life of Edgar Mint: A Novel,Brady Udall,Fiction
0440235502,October Sky: A Memoir,Homer Hickam,"Biography, History and Politics, Thriller, Fiction, Science Fiction"
044023722X,A Painted House,John Grisham,"Contemporary Fiction, Children Books, Historical Fiction, Thriller, Fiction, Young Adult"
1573225487,The Romance Reader,Pearl Abraham,Fiction
1853260673,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy,"Education and Reference, Romance, Historical Fiction, Literary Classic, Philosophy, Thriller, Fiction"
0060977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,"Children Books, Fantasy, Adventure, History and Politics, Thriller, Science Fiction"
0345391691,The Battle for God,Karen Armstrong,"History and Politics, Science Fiction"
0520011171,Sappho: A New Translation,Mary Barnard,"Historical Fiction, Literary Classic"
0553278746,The Postman (Bantam Classics),David Brin,"Education and Reference, Science, Adventure, History and Politics, Fiction, Science Fiction"
0670856045,The Tortilla Curtain,T. Coraghessan Boyle,"Mystery, Short Stories, Literary Classic, Fiction, Science Fiction, Contemporary Fiction, Psychology"
0872200760,Symposium,Paul Woodruff,"Romance, Fantasy, Historical Fiction, History and Politics, Short Stories, Western, Drama, Literary Classic, Philosophy"
0937858994,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,Lynda Madaras,"Children Books, Literary Classic, Nonfiction, Fiction, Science Fiction, Young Adult, Psychology"
0671649949,OBJECT AFFECTION,Stephen McCauley,Fiction
0590431110,The Journey Home,Isabelle Holland,"Children Books, Western, Travel and Exploration, Fiction, Young Adult"
0064470113,Taking the Ferry Home,Pam Conrad,Unknown
0553571486,Angel of Hope (Mercy Trilogy),Lurlene McDaniel,"Philosophy, Fiction"
0972044205,The Breach,Brian Kaufman,"Historical Fiction, Science Fiction, History and Politics, Fiction"
0312963009,Neanderthal: A Novel,John Darnton,"Fiction, Contemporary Fiction, Fantasy"
0345430476,A Small Dark Place,Martin Schenk,"Thriller, Horror, Fiction"
0345435869,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,DAVID EDDINGS,"Science, Fantasy, Historical Fiction, Literary Classic, Fiction, Science Fiction"
0380728729,Babyhood,Paul Reiser,Unknown
038081840X,Year's Best Fantasy (Year's Best Fantasy),David G. Hartwell,"Fiction, Fantasy"
0449912302,Dave Barry in Cyberspace,Dave Barry,Science Fiction
055329198X,Wolf Moon,John R. Holt,"Horror, Fiction"
0671018930,The War in Heaven (Eternal Warriors),Theodore Beale,"Fiction, Religious Fiction"
0812541642,Waiting,Frank M. Robinson,"Science, Mystery, Thriller, Fiction, Science Fiction, Contemporary Fiction"
0312988699,Nowhere To Run,Mary Jane Clark,"Health and Medicine, Fiction"
0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,"Romance, Science, Children Books, Fiction, Supernatural, Graphic Novels, Young Adult, Education and Reference, Literary Classic, Thriller, History and Politics, Short Stories, Travel and Exploration, Horror, Psychology, Historical Fiction, Art and Photography, Drama, Philosophy, Science Fiction"
8483007010,El gust amarg de la cervesa (CollecciÃ³ ClÃ ssica),Isabel-Clara SimÃ³,Unknown
0670815373,Urn Burial,Robert Westall,"Science, Children Books, Historical Fiction, Fiction, Science Fiction, Young Adult"
0385313748,All Our Yesterdays (Large Print),Robert B. Parker,"Literary Classic, Thriller, Fiction, Young Adult, Crime"
1575843366,What Shall I Be (Barbie Carryalong),Rita Chapman Works,"Fiction, Children Books"
0684193957,ALL THAT REMAINS,Patricia Cornwell,"Health and Medicine, Science, True Crime, Mystery, Thriller, Fiction"
0345371984,Last Chance to See,Douglas Adams,"Adventure, Travel and Exploration"
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,"Contemporary Fiction, Fiction, Religious Fiction"
1573228737,Affinity,Sarah Waters,"Historical Fiction, History and Politics, Mystery, Short Stories, Literary Classic, Thriller, Fiction, Supernatural, Horror"
9681500555,Diario de Ana Frank,Anne Frank,"Science, Children Books, Biography, Historical Fiction, History and Politics, Literary Classic, Travel and Exploration, Fiction, Art and Photography, Nonfiction"
0380711109,Desert Notes/River Notes,Barry Lopez,Fiction
0452283914,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters",Greg Palast,History and Politics
0425120279,The Hunt for Red October,Tom Clancy,"Thriller, Fiction, Short Stories, Young Adult"
067153484X,The Music Box,Andrea Kane,"Romance, Historical Fiction, Thriller, Fiction, Music, Contemporary Fiction"
0380728273,Liberty Falling (Anna Pigeon Mysteries (Paperback)),Nevada Barr,"History and Politics, Mystery, Fiction"
8433914545,El Palacio de La Luna,Paul Auster,"Historical Fiction, Science Fiction, Fiction"
8484509141,Mientras Escribo,Stephen King,"Education and Reference, Science, Children Books, Biography, History and Politics, Science Fiction, Art and Photography, Literary Classic, Fiction, Music, Horror"
0446606197,Killer Market (Deborah Knott Mysteries (Paperback)),Margaret Maron,"Mystery, Fiction"
0771076002,Remembering Peter Gzowski : A Book of Tributes,EDNA BARKER,Biography
0771088191,The Best Canadian Animal Stories: Classic Tales by Master Storytellers,Muriel Whitaker,"Historical Fiction, Short Stories, Literary Classic, Fiction, Science Fiction"
